"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-7F9404F99F3F","WHITEPAPER.md","1685","25.1 Context Privileges","Privilege 'CREATE CONTEXT': Description = Create new context definitions within a namespace.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-3CBC39558688","WHITEPAPER.md","1686","25.1 Context Privileges","Privilege 'ALTER CONTEXT': Description = Modify existing context definitions.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-8F1F645E3FAE","WHITEPAPER.md","1687","25.1 Context Privileges","Privilege 'DROP CONTEXT': Description = Delete context definitions.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-E3CB06907304","WHITEPAPER.md","1688","25.1 Context Privileges","Privilege 'QUERY CONTEXT': Description = Use a context in WHERE CONTEXT IN.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-B8CD97D49954","WHITEPAPER.md","1689","25.1 Context Privileges","Privilege 'VIEW DEFINITION': Description = See defining SQL via DESCRIBE CONTEXT.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-C6DD05E56596","WHITEPAPER.md","1690","25.1 Context Privileges","Privilege 'REFRESH CONTEXT': Description = Manually trigger REFRESH CONTEXT.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-F9F7F779F7D0","WHITEPAPER.md","1691","25.1 Context Privileges","Privilege 'MANAGE LIFECYCLE': Description = Transition through lifecycle states.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-298FBF070C35","WHITEPAPER.md","1692","25.1 Context Privileges","Privilege 'GRANT CONTEXT': Description = Grant context privileges to other principals.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-39DD9B2CD7AE","WHITEPAPER.md","1694","25.1 Context Privileges","Event log privileges (CREATE/ALTER/QUERY EVENT LOG) control PII-bearing schema access.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:40-50,175-186,422-462; DECISIONS.md:296-406; SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-EAAE46E6764E","WHITEPAPER.md","1694","25.1 Context Privileges","Federation privileges (REGISTER/ALTER/DROP/USE PROVIDER) and identity map privileges (MANAGE/VIEW IDENTITY MAP, ENABLE FEDERATED MODE) provide separate governance for federated operations.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md; SPEC.md:493-514; DECISIONS.md:700-796","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-5238CD9CAAEB","WHITEPAPER.md","1698","25.2 Principal Model","Principals are Users, Roles, or ServiceAccounts.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-EDF6297A8D43","WHITEPAPER.md","1698","25.2 Principal Model","Four predefined roles provide graduated access:","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-818EC90C2633","WHITEPAPER.md","1702","25.2 Principal Model","Role 'context_reader': Intended For = Analysts querying contexts.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-93737434ACC8","WHITEPAPER.md","1703","25.2 Principal Model","Role 'context_author': Intended For = Data engineers building contexts.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-791AD55A966D","WHITEPAPER.md","1704","25.2 Principal Model","Role 'context_admin': Intended For = Context governance team.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-036EECD7B878","WHITEPAPER.md","1705","25.2 Principal Model","Role 'system_admin': Intended For = System administrators.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Normalized from one Markdown table row; split if individual cells can vary independently."
"CQL-WP-88EE7A0BA0C6","WHITEPAPER.md","1709","25.3 Privilege Scoping","Privileges are scoped at three levels: System > Namespace > Context.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-910E05A5DDDE","WHITEPAPER.md","1709","25.3 Privilege Scoping","Namespace creation requires the CREATE NAMESPACE privilege to prevent namespace squatting.","requirement","security-governance","architecture claim; maturity not stated locally","descriptive assertion","enforcement implementation, adversarial tests, audit evidence, and documented threat/control mapping","SPEC.md:493-514; DECISIONS.md:700-796","","medium","Direct declarative extraction from the whitepaper."
